Serial,Rank,Word,Type,Emotion
2793,2,一問三不知,Vi,NONE
2793,2,土,N,NONE
2793,2,拿起,Vt,NONE
2793,2,塵,N,NONE
2793,2,遙控,Vt,NONE
2793,2,菜館,N,NONE
2793,2,烹飪,Vt,NONE
2794,2,願望,N,POSITIVE
2794,2,冷冷清清,Vi,NEGATIVE
2794,2,跑掉,Vi,NONE
2795,2,星半,N,NONE
2795,2,級數,N,NONE
2795,2,僅僅,ADV,NONE
2795,2,小食攤,N,NONE
2796,2,外境,N,NONE
2796,2,說起來,ADV,NONE
2797,2,或,ADV,NONE
2797,2,得不到,Vt,NEGATIVE
2797,2,春圓,N,NONE
2797,2,亞龍灣,N,NONE
2797,2,四星1,N,NONE
2798,2,入境,Vi,NONE
2798,2,水土不服,Vi,NONE
2798,2,腸胃,N,NONE
2798,2,曼谷,N,NONE
2798,2,飛到,Vt,NONE
2798,2,涉外,Vi,NONE
2798,2,內疚,Vi,NEGATIVE
2798,2,休息室,N,NONE
2798,2,注,Vt,NONE
2798,2,加工,Vi,POSITIVE
2798,2,早日,ADV,NONE
2798,2,舉目無親,Vi,NONE
2798,2,不適,Vi,NEGATIVE
2798,2,瀉,Vi,NONE
2798,2,原料,N,NONE
2798,2,吃壞,Vt,NONE
2798,2,康復,Vi,NONE
2798,2,偏偏,ADV,NEGATIVE
2802,2,營業期,N,NONE
2802,2,報修,N,NONE
2802,2,科技,N,NONE
2802,2,友誼路,N,NONE
2802,2,承包,Vt,NONE
2802,2,金融街,N,NONE
2802,2,搪塞,Vt,NEGATIVE
2803,2,出租給,Vt,NONE
2803,2,辦公,Vi,NONE
2803,2,說不過,Vt,NONE
2803,2,可靠,Vi,POSITIVE
2806,2,賣掉,Vt,NONE
2807,2,臨睡,ADV,NONE
2807,2,肯德基,N,NONE
2809,2,林,N,NONE
2809,2,鼓搗,Vt,NONE
2809,2,秋,N,NONE
2812,2,零錢,N,NONE
2812,2,找回,Vt,NONE
2812,2,囂張,Vi,NEGATIVE
2812,2,電話線,N,NONE
2813,2,艱難,Vi,NEGATIVE
2813,2,雨天,N,NONE
2813,2,無車,N,NONE
2814,2,皇嘉,N,NONE
2814,2,淋浴區,N,NONE
2815,2,水暖,Vi,NONE
2815,2,大坡,N,NONE
2815,2,花灑管,N,NONE
2815,2,采光不,N,NONE
2815,2,跑下,Vt,NONE
2815,2,說好,Vt,NONE
2815,2,製造,Vt,POSITIVE
2815,2,手巧,N,NONE
2815,2,鄙人,N,NONE
2815,2,四川話,N,NONE
2815,2,攝氏度,N,NONE
2815,2,花灑,Vt,NONE
2815,2,開眼界,Vi,NONE
2815,2,剪掉,Vt,NONE
2815,2,軟管,N,NONE
2815,2,三級片,N,NONE
2816,2,大大小小,Vi,NONE
2816,2,官宦,N,NONE
2816,2,在建,Vi,NONE
2816,2,濃厚,Vi,POSITIVE
2816,2,發冷,Vi,NONE
2816,2,黃蓮,N,NONE
2816,2,藥品,N,NONE
2816,2,中毒,Vi,NEGATIVE
2816,2,開藥,Vi,NONE
2816,2,拉肚子,Vi,NONE
2816,2,伴有,Vt,NONE
2816,2,大副,N,NONE
2816,2,嘔吐,Vi,NEGATIVE
2816,2,開張,Vi,POSITIVE
2816,2,素片,N,NONE
2816,2,吃驚,Vi,NEGATIVE
2817,2,東大,N,NONE
2817,2,普通單,N,NONE
2817,2,匯,Vt,NONE
2822,2,光顧,Vt,NONE
2822,2,國大,N,NONE
2822,2,富春,N,NONE
2823,2,請求,Vt,POSITIVE
2823,2,憋,Vt,NONE
2823,2,修理好,Vt,NONE
2824,2,默默,ADV,NEGATIVE
2824,2,複查,Vt,NONE
2824,2,粉末,N,NONE
2824,2,婺源住,Vt,NONE
2824,2,項目,N,NONE
2824,2,漸漸,ADV,NONE
2824,2,不經意,ADV,NONE
2824,2,性質,N,NONE
2824,2,牆紙,N,NONE
2824,2,不僅僅,ADV,NONE
2824,2,門子,N,NONE
2824,2,景德鎮,N,NONE
2824,2,致命傷,N,NEGATIVE
2824,2,激烈,Vi,NEGATIVE
2827,2,億龍網定,N,NONE
2828,2,良心,N,POSITIVE
2828,2,櫃檯面,N,NONE
2828,2,趕路,Vi,NONE
2828,2,丟下,Vt,NONE
2828,2,叩,Vt,NONE
2828,2,不旺,N,NONE
2828,2,鼓,Vt,NONE
2828,2,手工,N,NONE
2828,2,搗,Vt,NONE
2828,2,死機,N,NONE
2828,2,流溢,Vi,NONE
2828,2,位居,Vt,NONE
2828,2,意識到,Vt,POSITIVE
2828,2,滔滔不絕,Vi,NONE
2829,2,老掉線,N,NONE
2829,2,徐家匯,N,NONE
2831,2,冷清,Vi,NONE
2834,2,明細,N,NONE
2834,2,如,N,NONE
2834,2,週期,N,NONE
2834,2,總金額,N,NONE
2834,2,分清,Vt,NONE
2834,2,劃賬,Vi,NONE
2835,2,訓示,Vt,NONE
2835,2,擠到,Vt,NEGATIVE
2835,2,忙完,Vi,NONE
2835,2,大聲,Vi,NEGATIVE
2835,2,相幫,Vi,NONE
2835,2,吆喝,Vt,NONE
2836,2,同一,N,NONE
2836,2,一樓層,N,NONE
2836,2,14日網,N,NONE
2836,2,刁難,Vt,NEGATIVE
2837,2,拜拜,Vi,NONE
2838,2,台灣人,N,NONE
2839,2,臨時房,N,NONE
2840,2,設立,Vt,POSITIVE
2840,2,規格,N,NONE
2840,2,監獄,N,NEGATIVE
2840,2,自身,N,NONE
2841,2,混到,Vt,NEGATIVE
2841,2,暗無天日,Vi,NEGATIVE
2841,2,換得,Vt,NONE
2842,2,開心果,N,NONE
2842,2,埋,Vt,NONE
2842,2,請問,Vt,NONE
2842,2,愚蠢,Vi,NEGATIVE
2842,2,日照,N,NONE
2842,2,評分,Vi,NONE
2842,2,清,Vt,NONE
2842,2,竟是,Vt,NONE
2844,2,公認,Vt,POSITIVE
2845,2,辦生續,Vt,NONE
2845,2,用光,Vt,NONE
2846,2,矢口否認,Vt,NEGATIVE
2846,2,推說,Vt,NONE
2846,2,留心,Vt,POSITIVE
2846,2,平和,Vi,NEGATIVE
2846,2,耍賴,Vi,NONE
2846,2,高明,Vi,NONE
2846,2,保存,Vt,NONE
2846,2,證據,N,POSITIVE
2846,2,換房單,N,NONE
2846,2,練,Vt,NONE
2846,2,親手,ADV,NONE
2847,2,混用,A,NONE
2847,2,另行,ADV,NONE
2847,2,誤認為,Vt,NONE
2847,2,茶杯,N,NONE
2847,2,甜點,N,NONE
2847,2,袋裝茶,N,NONE
2848,2,背包客,N,NONE
2850,2,心疼,Vt,NEGATIVE
2850,2,大洋,N,NONE
2850,2,超爛,Vi,NONE
2851,2,優先,ADV,POSITIVE
2852,2,有錢,Vi,POSITIVE
2852,2,不和,Vi,NEGATIVE
2852,2,簽定,Vt,POSITIVE
2852,2,持有,Vt,POSITIVE
2853,2,因故,ADV,NONE
2853,2,領餐票,N,NONE
2854,2,不安,Vi,NEGATIVE
2854,2,女子,N,NONE
2854,2,歡場,N,NONE
2855,2,高價橋,N,NONE
2857,2,失去,Vt,NEGATIVE
2857,2,柵欄,N,NONE
2857,2,下雨天,N,NONE
2857,2,專場,N,NONE
2857,2,確保,Vt,POSITIVE
2857,2,共用,Vt,NONE
2857,2,蒞臨,Vt,NONE
2857,2,發火,Vi,NONE
2857,2,吹到,Vt,NONE
2859,2,跟住,Vt,NONE
2861,2,大順,N,NONE
2861,2,嗖嗖,A,NONE
2861,2,叫醒,Vt,NONE
2861,2,長途車,N,NONE
2861,2,鋼筋,N,NONE
2861,2,辣,Vi,NONE
2861,2,安置好,Vt,NONE
2861,2,傻眼,Vi,NEGATIVE
2861,2,醒來,Vi,NONE
2861,2,蝦,N,NONE
2861,2,陽台門,N,NONE
2861,2,沒有證,N,NONE
2861,2,海螺,N,NONE
2861,2,鬆口,Vi,NONE
2861,2,清蒸,Vt,NONE
2861,2,翻牆,Vi,NONE
2861,2,搭建,Vt,NONE
2861,2,安慰,Vt,NEGATIVE
2861,2,海參,N,NONE
2861,2,細語,Vi,NONE
2861,2,光光光,N,NONE
2861,2,電視機聲,N,NONE
2861,2,吹散,Vt,NONE
2861,2,當場,ADV,NONE
2861,2,皮皮,N,NONE
2861,2,結婚證,N,NONE
2861,2,單人椅,N,NONE
2861,2,念頭,N,NONE
2861,2,熟人,N,NONE
2861,2,潮汐,N,NONE
2861,2,海浪,N,NONE
2861,2,弄好,Vt,NONE
2861,2,琵琶,N,NONE
2861,2,時刻表,N,NONE
2861,2,猶,ADV,NONE
2861,2,頂住,Vt,NONE
2861,2,蔥爆,Vi,NONE
2861,2,夾克,N,NONE
2861,2,夢遊,Vt,NONE
2861,2,純生,Vi,NONE
2861,2,天亮,Vi,NONE
2861,2,花蛤,N,NONE
2862,2,大喊,Vt,NONE
2862,2,操操,N,NONE
2862,2,安寧,Vi,POSITIVE
2862,2,怪事,N,NONE
2862,2,音,N,NONE
2862,2,操,Vt,NONE
2862,2,部隊,N,NONE
2862,2,擴音器,N,NONE
2862,2,早操,N,NONE
2862,2,上線,Vi,NONE
2863,2,消失,Vi,NEGATIVE
2863,2,頭疼,Vi,NEGATIVE
2863,2,暈車,Vi,NONE
2863,2,地溝油,N,NONE
2863,2,昏昏沉沉,Vi,NEGATIVE
2863,2,呆久,N,NONE
2864,2,好事,N,NEGATIVE
2864,2,質,N,NONE
2864,2,發黑,Vi,NONE
2864,2,番茄,N,NONE
2864,2,工作量,N,NONE
2864,2,領,Vt,NONE
2864,2,回收,Vt,NONE
2864,2,手捏,Vt,NONE
2864,2,桔子,N,NONE
2864,2,瓶子,N,NONE
2864,2,痰,N,NONE
2864,2,材料,N,NONE
2865,2,巨高,N,NONE
2866,2,虛,Vi,NONE
2867,2,載,Vt,NONE
2867,2,正規,A,POSITIVE
2867,2,巨多,N,NONE
2867,2,坑坑窪窪,Vi,NONE
2867,2,拒,Vt,NONE
2867,2,印痕,N,NONE
2867,2,繞路,Vi,NONE
2869,2,適得其反,Vi,NEGATIVE
2869,2,機械,N,NONE
2869,2,列表,Vi,NONE
2869,2,爭辯,Vi,NEGATIVE
2869,2,坐下,Vi,NONE
2869,2,試問,Vt,NONE
2869,2,攜成,Vt,NONE
2869,2,小時車,N,NONE
2870,2,盛華,N,NONE
2871,2,說清楚,Vt,NONE
2871,2,擺明,Vt,POSITIVE
2871,2,掛羊頭賣狗肉,Vi,NONE
2872,2,必備,A,NONE
2872,2,等等,Vt,NONE
2872,2,破洞,N,NEGATIVE
2872,2,閉路電視,N,NONE
2872,2,牌價,N,NONE
2872,2,床鋪,N,NONE
2872,2,環視,Vt,NONE
2872,2,手冊,N,NONE
2872,2,價目表,N,NONE
2872,2,戒,Vt,NONE
2872,2,控,Vt,NONE
2872,2,分數,N,NONE
2872,2,評定,Vt,POSITIVE
2872,2,選台,N,NONE
2872,2,昏倒,Vi,NEGATIVE
2872,2,定義,N,NONE
2872,2,平整,Vi,POSITIVE
2872,2,前1天,N,NONE
2873,2,冒險,Vi,NEGATIVE
2873,2,停用,Vi,NEGATIVE
2873,2,忽滅,Vi,NONE
2873,2,水箱,N,NONE
2873,2,送上來,Vt,NONE
2873,2,新房,N,NONE
2873,2,牙刷盒,N,NONE
2873,2,自取,Vt,NONE
2873,2,想盡,Vt,NONE
2873,2,盒,N,NONE
2874,2,調去,Vt,NONE
2874,2,調來,Vt,NONE
2876,2,橫,A,NONE
2879,2,房拼,N,NONE
2879,2,譴責,Vt,NEGATIVE
2881,2,梁姓,N,NONE
2881,2,閘坡,N,NONE
2881,2,單晚,N,NONE
2882,2,清淨,Vi,NONE
2882,2,時有,Vt,NONE
2882,2,水草,N,NONE
2882,2,帆板,N,NONE
2882,2,清洗費,N,NONE
2882,2,夫人,N,NONE
2883,2,水溝,N,NONE
2883,2,一緯,N,NONE
2883,2,碧海,N,NONE
2883,2,動員,Vt,POSITIVE
2885,2,上星級,N,NONE
2888,2,橫檔,N,NONE
2888,2,跡,N,NONE
2888,2,擦掉,Vt,NONE
2888,2,下邊,N,NONE
2889,2,接聽,Vt,NONE
2889,2,圈子,N,NONE
2892,2,元大,N,NONE
2892,2,曲阜路,N,NONE
2892,2,國慶路,N,NONE
2892,2,晉,N,NONE
2893,2,接收到,Vt,NONE
2893,2,無線路,N,NONE
2897,2,限額,N,NONE
2898,2,洗好,Vt,NONE
2898,2,離別,Vi,NONE
2898,2,制止,Vt,NEGATIVE
2899,2,改裝,Vt,NONE
2899,2,尾樓,N,NONE
2899,2,民工,N,NONE
2902,2,馮,N,NONE
2902,2,儀器,N,NONE
2902,2,配件,N,NONE
2902,2,姓,Vt,NONE
2902,2,順豐,N,NONE
2903,2,真空,N,NONE
2906,2,無論如何,ADV,NONE
2907,2,冷水檔,N,NONE
2907,2,燙壞,Vt,NONE
2907,2,馬乎乎,N,NONE
2907,2,指揮,N,POSITIVE
2908,2,內院,N,NONE
2908,2,土雞,N,NONE
2908,2,停歇,Vi,NEGATIVE
2908,2,機組,N,NONE
2908,2,看樣子,ADV,NONE
2908,2,嘔吐物,N,NEGATIVE
2908,2,關門聲,N,NONE
2908,2,蟠龍,N,NONE
2908,2,豪頂,N,NONE
2908,2,野菜,N,NONE
2908,2,交談聲,N,NONE
2908,2,出奇,Vi,NONE
2908,2,臨安,N,NONE
2908,2,雪碧才,N,NONE
2908,2,拖拉機,N,NONE
2908,2,錢王街,N,NONE
2908,2,電話聲,N,NONE
2909,2,贓,N,NONE
2909,2,凸出,Vi,NONE
2911,2,油耗味,N,NONE
2911,2,晚娘,N,NONE
2911,2,臉孔,N,NONE
2912,2,講話,Vi,NONE
2914,2,蟊賊,N,NONE
2914,2,規矩,N,POSITIVE
2914,2,後樓,N,NONE
2914,2,金條,N,NONE
2914,2,退還給,Vt,NONE
2914,2,爬進,Vt,NONE
2914,2,適應,Vt,POSITIVE
2914,2,氣呼呼,Vi,NEGATIVE
2914,2,押,Vt,NONE
2914,2,腳手架,N,NONE
2914,2,面前,N,NONE
2915,2,人像,N,NONE
2915,2,有線,A,NONE
2915,2,暈過去,Vi,NONE
2915,2,難民營,N,NONE
2915,2,出土,Vi,NONE
2915,2,狼狽為奸,Vi,NEGATIVE
2917,2,苦等,Vt,NONE
2919,2,分機號,N,NONE
2919,2,客棧,N,NONE
2919,2,肆無忌憚,Vi,NEGATIVE
2921,2,閣樓房,N,NONE
2921,2,擔負,Vt,NEGATIVE
2921,2,在線,Vi,NONE
2921,2,程網,N,NONE
2922,2,海路,N,NONE
2922,2,糊弄,Vt,NONE
2922,2,摘掉,Vt,NONE
2922,2,一弄,N,NONE
2922,2,看齊,Vi,POSITIVE
2922,2,江陰,N,NONE
2922,2,連上,Vt,NONE
2923,2,亭,N,NONE
2923,2,鑰匙牌,N,NONE
2923,2,掃興,Vi,NONE
2923,2,罩上,Vt,NONE
2923,2,塑料紙,N,NONE
2923,2,景觀房,N,NONE
2923,2,嘔心,ADV,NONE
2923,2,湯圓,N,NONE
2923,2,聞所未聞,Vi,NEGATIVE
2924,2,輕易,ADV,POSITIVE
2924,2,先後,N,NONE
2924,2,賴掉,Vt,NONE
2924,2,偵破,Vt,NONE
2924,2,法院,N,NONE
2924,2,跟蹤,Vt,NEGATIVE
2924,2,職守,N,NONE
2924,2,引狼入室,Vi,NEGATIVE
2924,2,警官,N,NONE
2924,2,財物,N,NONE
2924,2,為證,Vi,NONE
2924,2,錄像,Vi,NONE
2924,2,除害,Vi,NEGATIVE
2924,2,驚魂,N,NONE
2924,2,筆錄,N,NONE
2924,2,疑點,N,NEGATIVE
2924,2,王,N,NONE
2924,2,反思,Vt,NONE
2924,2,陌生人,N,NONE
2924,2,監控,Vt,NEGATIVE
2925,2,洩露,Vt,NEGATIVE
2925,2,合一,Vi,NONE
2925,2,打進,Vt,POSITIVE
2926,2,盡然,Vi,NONE
2926,2,調出,Vt,NONE
2926,2,搗亂,Vi,NEGATIVE
2926,2,按餐牌,N,NONE
2926,2,劃價,N,NONE
2928,2,散出,Vi,NONE
2928,2,水渠,N,NONE
2928,2,出不,N,NONE
2928,2,用水,N,NONE
2928,2,滲透,Vi,NEGATIVE
2930,2,禿山,N,NONE
2931,2,病毒,N,NEGATIVE
2931,2,螞蟻,N,NONE
2931,2,爬出,Vt,NONE
2932,2,說話聲,N,NONE
2932,2,共鳴,N,POSITIVE
2932,2,三更半夜,N,NONE
2933,2,上岸,Vi,NONE
2933,2,陽朔城,N,NONE
2933,2,興坪鎮,N,NONE
2933,2,本意,N,POSITIVE
2933,2,厚道,Vi,POSITIVE
2933,2,楊堤,N,NONE
2933,2,隨性,Vi,NONE
2933,2,漓江,N,NONE
2933,2,逆流,Vi,NONE
2933,2,摩,Vt,NONE
2933,2,店主,N,NONE
2933,2,山山水水,N,NONE
2933,2,收益,N,POSITIVE
2933,2,黎阿姨,N,NONE
2933,2,畫,N,NONE
2933,2,竹筏,N,NONE
2933,2,興坪,N,NONE
2933,2,精華,N,POSITIVE
2933,2,淳樸,Vi,POSITIVE
2933,2,機動,A,NONE
2933,2,重重,Vi,NONE
2934,2,刻薄,Vi,NEGATIVE
2934,2,叨嘮,Vt,NONE
2934,2,周定房,N,NONE
2934,2,廣州車,N,NONE
2934,2,調皮,Vi,NONE
2934,2,泥路,N,NONE
2934,2,繳費,Vi,NONE
2936,2,叫做,Vt,NONE
2936,2,雅士,N,NONE
2936,2,白來,Vi,NONE
2936,2,濟源,N,NONE
2938,2,次會,N,NONE
2939,2,清淡,Vi,NONE
2939,2,檯球,N,NONE
2939,2,老街,N,NONE
2939,2,灰濛濛,Vi,NONE
2941,2,中招,N,NONE
2941,2,平,Vi,NONE
2941,2,多得是,Vi,POSITIVE
2942,2,申請,Vt,POSITIVE
2945,2,打發,Vt,NONE
2945,2,長滿,Vi,NONE
2945,2,荒草,N,NONE
2945,2,還四星,N,NONE
2945,2,黃土,N,NONE
2945,2,發送,Vt,POSITIVE
2945,2,帖,N,NONE
2945,2,靶紙,N,NONE
2945,2,歪歪,Vi,NONE
2945,2,檯球桌,N,NONE
2945,2,點綴,Vt,NONE
2945,2,實景,N,NONE
2945,2,乒乓球桌,N,NONE
2945,2,渾水塘,N,NONE
2945,2,挖掘機,N,NONE
2945,2,作業,N,NONE
2945,2,黃沙,N,NONE
2945,2,麵條,N,NONE
2945,2,金錢,N,NONE
2946,2,釣到,Vt,NONE
2946,2,迷路,Vi,NEGATIVE
2946,2,屋簷,N,NONE
2946,2,去電,Vt,NONE
2946,2,粉塵,N,NONE
2946,2,抗著童車,N,NONE
2946,2,關心,Vt,POSITIVE
2946,2,穿越,Vt,NONE
2946,2,坡,N,NONE
2946,2,營養,N,POSITIVE
2946,2,幹,Vt,NONE
2946,2,鑽,Vt,NONE
2946,2,承受,Vt,NEGATIVE
2946,2,工程部,N,NONE
2946,2,老虎窗,N,NONE
2946,2,鋪床,Vi,NONE
2946,2,熱醒,Vt,NONE
2946,2,飄散,Vi,NONE
2946,2,斜頂,N,NONE
2946,2,直射,Vi,NONE
2946,2,用去,Vt,NONE
2946,2,斜坡,N,NONE
2946,2,爆發,Vt,NEGATIVE
2946,2,水塘,N,NONE
2947,2,銅臭,N,NONE
2947,2,天房,N,NONE
2947,2,扣除,Vt,NEGATIVE
2947,2,氧,N,NONE
2949,2,誘使,Vt,POSITIVE
2949,2,目的,N,POSITIVE
2951,2,血漬,N,NONE
2951,2,邯鄲,N,NONE
2951,2,油漬,N,NONE
2951,2,食慾,N,NONE
2951,2,碗粥,N,NONE
2952,2,公德心,N,NONE
2952,2,睡不,N,NONE
2952,2,毒死,Vt,NONE
2953,2,西紅柿,N,NONE
2953,2,炒蛋,Vi,NONE
2953,2,超貴,N,NONE
2953,2,刀,N,NONE
2953,2,粗心,Vi,NEGATIVE
2953,2,伸展,Vt,POSITIVE
2954,2,會場,N,NONE
2954,2,鄉鎮,N,NONE
2954,2,案頭,N,NONE
2954,2,家聚,N,NONE
2954,2,文房四寶,N,NONE
2954,2,墨寶,N,NONE
2955,2,駐馬店,N,NONE
2956,2,迫降,Vi,NONE
2956,2,打劫,Vt,NONE
2956,2,無恥,Vi,NEGATIVE
2956,2,這麼個,ADV,NONE
2956,2,連夜,ADV,NONE
2956,2,不可抗力,N,NONE
2958,2,黑名單,N,NONE
2958,2,害人,N,NEGATIVE
2958,2,扔出去,Vi,NONE
2958,2,攜程拉入,Vt,NONE
2958,2,男人,N,NONE
2959,2,局辦,N,NONE
2959,2,工商,N,NONE
2959,2,預定價,N,NONE
2960,2,業餘,A,NONE
2960,2,中斷,Vt,NEGATIVE
2960,2,提倡,Vt,POSITIVE
2960,2,映像,N,NONE
2964,2,原固,N,NONE
2964,2,跟,Vt,NONE
2964,2,食飯,N,NONE
2964,2,茶位,N,NONE
2964,2,核算,Vt,NONE
2964,2,茶位費,N,NONE
2964,2,茶收,N,NONE
2967,2,失手,Vi,NEGATIVE
2967,2,硬板,N,NONE
2967,2,大眼袋,N,NONE
2967,2,差遠,N,NONE
2967,2,佣金,N,NONE
2967,2,褥子,N,NONE
2967,2,北戴河,N,NONE
2967,2,灰黑色,N,NONE
2967,2,路邊店,N,NONE
2967,2,痛,Vi,NONE
2967,2,鑽頭聲,N,NONE
2967,2,潔白,Vi,NONE
2968,2,摔破,Vt,NONE
2968,2,蛋,N,NONE
2968,2,8時,N,NONE
2968,2,精美,Vi,POSITIVE
2971,2,冷忽,Vi,NONE
2971,2,有異,Vi,NEGATIVE
2972,2,本地,N,NONE
2972,2,不只,ADV,NONE
2972,2,比紙,N,NONE
2972,2,奇特,Vi,NONE
2972,2,偉大,Vi,POSITIVE
2973,2,路燈,N,NONE
2973,2,彎,Vi,NONE
2973,2,走下去,Vi,NONE
2973,2,給定,Vt,NONE
2974,2,泥水,N,NONE
2974,2,樓內,N,NONE
2974,2,放出來,Vi,NONE
2975,2,鮮,Vi,NONE
2975,2,麻,N,NONE
2975,2,青山,N,NONE
2975,2,太湖源,N,NONE
2975,2,目山景區,N,NONE
2975,2,烏,N,NONE
2976,2,骨頭,N,NONE
2976,2,褒,Vt,NONE
2976,2,醫學,N,NONE
2976,2,白嫩,N,NONE
2976,2,直言,Vt,POSITIVE
2976,2,有辱,Vt,NONE
2976,2,地鋪,N,NONE
2976,2,小紅點,N,NONE
2976,2,取代,Vt,POSITIVE
2976,2,房產,N,NONE
2976,2,抓撓,Vi,NONE
2976,2,燒法,N,NONE
2976,2,不雅觀,Vi,NEGATIVE
2976,2,點菜員,N,NONE
2976,2,腳背,N,NONE
2976,2,毫不,ADV,NEGATIVE
2976,2,拚命,Vi,POSITIVE
2976,2,頗為,ADV,NONE
2976,2,妹夫,N,NONE
2976,2,生物,N,NONE
2976,2,好朋友,N,NONE
2976,2,魚缸,N,NONE
2976,2,泥漿,N,NONE
2976,2,樓空,N,NONE
2976,2,妻子,N,NONE
2976,2,偏激,Vi,NEGATIVE
2976,2,寒心,Vi,NEGATIVE
2976,2,亂堆亂放,Vt,NONE
2976,2,場地,N,NONE
2976,2,恕,Vt,NONE
2976,2,奇癢,Vi,NONE
2976,2,果斷,Vi,POSITIVE
2976,2,長出,Vt,NONE
2976,2,破碎,Vi,NEGATIVE
2976,2,消,Vi,NONE
2976,2,飛揚,Vi,NONE
2976,2,毒,Vi,NONE
2976,2,小害,N,NONE
2976,2,青山湖,N,NONE
2976,2,緊閉,Vi,NONE
2976,2,場景,N,NONE
2976,2,手臂,N,NONE
2976,2,雜物,N,NEGATIVE
2976,2,魚類,N,NONE
2976,2,魚頭,N,NONE
2976,2,買票,N,NEGATIVE
2976,2,沙鍋,N,NONE
2976,2,天乞,N,NONE
2976,2,加之,Vt,NONE
2976,2,知識,N,NONE
2977,2,燙痕,N,NONE
2977,2,煙蒂,N,NONE
2977,2,鄉,N,NONE
2977,2,渡假村,N,NONE
2977,2,訛人,Vi,NONE
2977,2,就是了,Vi,NONE
2977,2,得逞,Vi,NEGATIVE
2978,2,嘶叫,Vi,NONE
2980,2,用剩,Vi,NONE
2980,2,洗髮水,N,NONE
2983,2,奇香,N,NONE
2983,2,緊湊,Vi,NONE
2983,2,飄溢,Vi,NONE
2983,2,潔,Vi,NONE
2983,2,華山,N,NONE
2987,2,信譽,N,POSITIVE
2987,2,除外,Vi,NONE
2987,2,大車店,N,NONE
2987,2,愚弄,Vt,NEGATIVE
2987,2,合同,N,NONE
2988,2,擴大,Vt,POSITIVE
2988,2,眼皮,N,NONE
2988,2,實施,Vt,POSITIVE
2993,2,騎,Vt,NONE
2993,2,綠舟,N,NONE
2993,2,淘汰,Vt,NEGATIVE
2996,2,全國,N,NONE
2996,2,歌廳,N,NONE
2996,2,操場,N,NONE
2996,2,算出來,Vt,NONE
2996,2,澳,N,NONE
2996,2,交房卡,N,NONE
2996,2,尼斯,N,NONE
2997,2,住鹽阜,N,NONE
2997,2,好奇心,N,NONE
2997,2,鹽城,N,NONE
2997,2,西瓜,N,NONE
2998,2,空空,Vi,NONE
3001,2,想定,Vt,NONE
3001,2,原封不動,Vi,NONE
3001,2,領情,Vi,NONE
3001,2,外幣,N,NONE
3001,2,雁鳴湖大,N,NONE
3001,2,打擊,N,NEGATIVE
3001,2,內賊,N,NONE
3001,2,攝像,Vi,NONE
3001,2,相機,N,NONE
3001,2,查房卡,N,NONE
3001,2,1星,N,NONE
3001,2,羽絨服,N,NONE
3001,2,強力,Vi,POSITIVE
3001,2,報案,Vi,NONE
3001,2,可恥,Vi,NEGATIVE
3001,2,湊巧,Vi,NONE
3001,2,同情心,N,POSITIVE
3001,2,探頭,Vi,NONE
3001,2,攝像頭,N,NONE
3007,2,職員,N,NONE
3007,2,簾子,N,NONE
3007,2,搭機,Vi,NONE
3007,2,照明,N,NONE
3007,2,切斷,Vt,NEGATIVE
3007,2,散戶,N,NONE
3009,2,廢除,Vt,NEGATIVE
3009,2,受苦,Vi,NEGATIVE
3009,2,白金,N,POSITIVE
3009,2,反省,Vt,NEGATIVE
3009,2,難熬,Vi,NEGATIVE
3011,2,旅舍,N,NONE
3011,2,孔府,N,NONE
3011,2,孔廟,N,NONE
3011,2,結認,Vt,NONE
3011,2,同行人,N,NONE
3012,2,變味,Vi,NONE
3012,2,叫聲,N,NONE
3012,2,大雜燴,N,NONE
3012,2,散漫,Vi,NEGATIVE
3012,2,泡菜,N,NONE
3013,2,三輪車,N,NONE
3013,2,曲阜,N,NONE
3013,2,曲阜城,N,NONE
3013,2,裕隆,N,NONE
3013,2,北關,N,NONE
3013,2,濟寧,N,NONE
3013,2,黑壓壓,Vi,NONE
3013,2,售票員,N,NONE
3013,2,知不知道,Vt,NONE
3013,2,喋喋不休,Vi,NEGATIVE
3013,2,過路車,N,NONE
3014,2,著水,N,NONE
3014,2,汪,ADV,NONE
3015,2,故鄉,N,NONE
3015,2,世,N,NONE
3015,2,是老,N,NONE
3015,2,接軌,Vi,POSITIVE
3015,2,悲哀,Vi,NEGATIVE
3015,2,孔老夫子,N,NONE
3015,2,難忘,Vt,POSITIVE
3015,2,邊區,N,NONE
3015,2,義,N,NONE
3015,2,聞名,Vi,NONE
3017,2,屬敗相,N,NONE
3017,2,風水,N,NONE
3019,2,花果,N,NONE
3019,2,山景區,N,NONE
3020,2,爬起來,Vi,NONE
3020,2,從前台,N,NONE
3022,2,輕重,N,NONE
3022,2,偏頗,Vt,NEGATIVE
3022,2,廉價,Vi,POSITIVE
3022,2,碑打車,N,NONE
3022,2,熱和,Vi,NONE
3022,2,石磚地,N,NONE
3024,2,七星,N,NONE
3025,2,跡象,N,NONE
3025,2,買回來,Vt,NONE
3029,2,洞洞,N,NONE
3029,2,寧波,N,NONE
3030,2,惱人,Vi,NEGATIVE
3030,2,音樂聲,N,NONE
3031,2,置之不理,Vi,NEGATIVE
3031,2,換換,Vt,NONE
3032,2,重大,Vi,NEGATIVE
3032,2,預報,N,NONE
3032,2,講價,Vi,NONE
