Serial,Aspect,Opinion(List)
781,语气,
874,酒店,坏_答曰_
902,住客,不好_
345,接待员,把_都感觉_安排_很满意_层住_
986,大声,也便宜_很多_不去_亲自来_排场_是_应该_决定_给_解释_住_这么差_实际是_搬_不怎么样_不出_不能_是_就搬家_没住_去_去_开玩笑_发疯_看_简直会_不是_发疯_真的想象_缩水_宣传_是_不会_相信_会_关_不制热_关上_说_是_发出_是_调除_不能_看_都发_都差_不是_太适合_不符_不上_才能_掺水_这么大_平遥_说_让_超豪华_所以说_入住_好_到_特别好_挺大_一直是_
34,食品,评上_加温_就能够_烧_保温_不知道_很浓_让_不好_采用_弄_加热_是_腊燃_感觉_不是_
280,水竟,要_让_有_是_还有_会_睡觉_星级_才敢_心寒_洗澡_让_又是_放水_去_骚扰_好长_休息_是_积_开业_没想到_
222,噪声,太大_强烈要求_更换_才得以_答应_安睡_
632,黄浦江,说_来_不出_选择_真是_
903,人,也是_是_不情愿_写错_换_不知道_不是_值班_给_这样_
892,房间,一定_得到_有_方便_可以_
383,放车,做_连道歉_不觉得_不对_也没有_
85,客房部,接_没_送来_铺上_只能_要求_只能_铺_铺床_不负责_换_是_说_打到_下班_
986,门,缩水_才能_去_排场_掺水_亲自来_关_是_会_是_关上_太适合_不上_相信_好_所以说_看_解释_不怎么样_决定_这么大_挺大_特别好_不能_也便宜_很多_真的想象_不去_都差_平遥_到_是_住_这么差_不能_搬_去_不出_不是_是_是_不是_没住_说_
190,出租,也要_坏_宁可被_坑_
972,酒吧,
766,衣服,
943,总台,去_说_总_必须_重新给_
475,服务员,去_开_必须_要_一定追究_说_没发_问_公然逃税_下来_准_才给_不开_是_说_走_还是收_开发_无话可说_必须_没有_赶_上_严厉斥责_非常累_
105,湖南,打算_少_数错_去_结账_结果是_只好上去_看_预订_硬说_
979,地理,特方便_
887,咖啡,喝_还准备_拿_离开_尤其是_
15,酒店,造成_是_免费升级_也感谢_入住_出现_有_已购买_保障_增加_供_而给予_深表_点心_预订_固定中式_再次光临_需_提出_需_不足用_是_共有_产生_选用_小有_欢迎_大_同样_一样_都是_原订_
716,衣橱,没有_没有_
382,位置,比较便捷_逛_比较方便_
148,青岛,而订_不到_仓促_
187,服务,更是_让_心旷_
701,性价比,不合适_
771,陕甘,走路_即可_不远_
535,支持,有_将一如既往_促销_星级_推出_顺利_新_再次下榻_保持_衷心祝_欢迎_
700,大堂,住_很舒服_不怎么样_可_
846,档次,
548,团队,吵_将打倒_打麻_难以入睡_
597,人,选择_感觉_只要到_到_入住_一定要_
95,酒店,请_出现_谅解_都会_
567,购物,吃饭_非常近_逛_很方便_
80,面,很吵_真的是_都是_坚决换_不住_失望_下次肯定_就是_
51,温泉区,建议_不要入住_只去_泡_有_还可以_为主_很好_
384,满意,
789,预定,可以_比较惊喜_免费上网_
584,床,希望_不了_提供_不满意_携程_是_能够_看_看看_比较满意_携程_怎么相信_好好考虑_
290,人,可能_提出_深感_不着_凉_首先感谢_开业_反馈_会_停业_潮湿_高_睡_有_带来_暖和_还说_觉_较大_入住_
286,位置,停车_很好_停车位_少_有_紧张_就是_不错_
875,门口,就是_小_
255,朋友,太低_住_说_不要_
188,优悦,不要_住在_要_不是_很小_住_会_高_很远_也方便_住_新_就去_
739,早餐,取煎_下手_排队_就得手_抢_不引导_也没_
906,文明,
335,设施,可以_服务_
608,香港,做_没有乘坐_觉得_更方便_
988,宽带,收费_太符合_还要_
789,中,还可以_很喜欢_加料_
870,内部,安睡_答应_强烈要求_更换_才得以_太大_
941,供应,不掉_总_有_就要_搞脏_开价_说_洗_结账_赔_
118,酒店,没有_大_恶心_说话_大_很差_挖_坐_介绍_是_补充_大_点评_简单_携程_最差_
950,房间,给_把_赶走_
174,电话,接连不断_让_可怕_方便_唯一_可取_不得安生_就是_去_
817,装修,住_不到位_需要_经常要_以下_新_换_不好_新_入住_可能_提出_尤其是_新开业_都超过_来得及解决_用_还是_淋浴_太高_所以慎重_有_太低_不符合_
971,行李架,没有_
433,声音,失望_很吵_没有给_没有给_听_是_盖_当闹_是_总_定_定_让_结账_很清楚_使用_可以_
764,小姐,十分好_
126,位置,很方便_可以_不错滴_都住_过_每次去_是_
791,单人,得知_住_
960,毯子,都盖_可以_
868,人,告知_住_宰_生气_已经过_收半天_补充_被_取消_延误_后来说_是_还说_并出示_再入住_总之感觉_应该_要求_是否要_携程_说_借伞_价涨_是_预订_住_延住_要_是_大_像是_补_点评_退_问_是_也是_是_告知_不会_没有_结果被_要_入住_说_
924,太平洋,美美_就是_
467,服务员,看似_不方便_可以_说_可惜_洗澡_是_送_吃_，_吃_实在没有_都没有_出_送_非常危险_过来_等_不是_看来看_主动说_才改造_要_过来_
85,评价,真是_根本打_可_看_可怜_不开_觉得_没_比较吸引_
778,中心,吃饭_只有_欢迎_有_已调整_
192,管理,让_实在是_气愤_
952,床,换_连放_不要_提出_坏_一样_订_只能_不同_提_什么橱_均靠_多余_没有_订_也没有_相同_说_
949,经理,又换_交涉_害_是_Upgrade_是_说_感冒_坏_起来_
552,景点,很方便_坐_
150,环境,还会_再来_都不错_也可以_
121,菜品,少_
850,空调,得到_不小于_希望_会_住时_可能_可能_整夜发出_影响_
25,陈旧,不干净_
825,房间,没有_需要_特别注意_预订_
779,身体,健康_顺利_
582,素质,很浓_有_非常差_
651,电话,没_要_说_退_才可能_到_说_出来_
693,司机,感觉_训练有素_也是_促销_登记_出_来_将一如既往_再来_挺温馨_顺利_顺利_星级_不大_日常_决定_反馈_很快_还是_新_入住_就是_非常干净_星级_想_欢迎_但是感觉_衷心祝_保持_推出_说_是_应该_还是做_不错_还送_感觉_中归_不错_搞_整洁_看_感谢_再次下榻_有_
903,餐厅,就是_买_不能_必须_才告诉_急_也可以_要_多买_用餐_真是_不给_买_才可以_告知_退票_岂有此理_才被_
622,价格,属于_有_也无所_适中_小_比较方便_
377,方式,柔软_增加_已改变_清洗_已经进行_
223,点,是_有_可以_直接饮用_
497,网上,订_要_住_还给_入住_打_问_只入_是否_扣_套_
117,人,不会_再住_大失所望_
133,估计,交涉_核对_再次将_还是被_致电_退回_进行_再次讲_应该_在等待_反映_讲_退回_没有签单_交涉_扣款_
990,星宾馆,根本是_叫_还少_要_说_50元_还是_露天排档_摇晃_尤其要_也差_卖_极小_炒_很过分_是_不好_很小_太黑_都脱漆_
196,结果,还等_才办_就退房_勉强住_
49,酒店,不尝_免费_是_不能_太方便_点评_吃_蛮有_住_非常好_仅咫尺_
466,水,还会_再去_有时会_冷_没有_很美_都是_给_是否_突然不制_肯定会_到底_推开_强烈要求_不知道_然后换到_这样_换_订_大_窗看_
656,商务,买_突然说_包_拉_最后中断_不正规_去_买_有_
183,钥匙,上_打开_防_没有进来_
599,彭年,太处于_很多_感觉_不方便_停车_差_有_尤其脱离_
342,类,吹毛求疵_可能_
216,紧挨路,有_大_就有_吵_很早_
115,周围,不会_再住_没有_
78,准四,星级_太大_
8,退房,慢_差_服务_慢_破_
179,设施,有点破旧_在使用_
576,物品,搞_一看_损坏_查错_不知道_上去_又说_
766,房间,抽_要_不抽_都有_没法控制_
268,管理,续房_太有_没有_就把_没走_要_满_租给_说_订_
789,工作,顺利_
528,物品,没法回答_
100,脸上,不起_不到_还叫_不要浪费_完_要_说_用餐_最多_只能_一眼瞥见_没吃_实在找_不出_用_看_超出_更贴切_吃好_就是_就没_结束_特别是_基本看_写道_对_是_形容_
482,商旅人事,入住_
481,房间,感觉_早餐难吃_
924,设施,不做_没有尝试_
753,正确率,原_非常气愤_新_预订_连住_烦_连住_不下_重新恢复_感到_已确认_交涉_世茂_方出台_比较满意_否认_
720,朋友,没有定_竟然说_联系_还_要求_预定_不好_担心_
929,酒店,节约_很麻烦_住_下_不想_回_是_还可以_都选择_故意_有_感觉_遇到_刷卡_不能_
444,宾馆,不再来_花_有点冤_
510,虹桥,尚待_很近_也好_
380,黄山,最满意_
759,心脏,发现_前来_让_慰问_不好_正担心_赠送_
681,房间,太小_有_这么可_而且显得_可能_不是_旧_很方便_都是_还会_选择_
185,街,都是_是_看到_唯一_西式_
770,机场,震耳欲聋_打_而且等_只能_过）_才有_都是_稍晚_墓道回来_就没有_基本_
85,服务员,说_铺床_是_不负责_下班_铺_只能_
441,早餐,非常好吃_
438,价格,所以感觉_来_新_不是_还是_很值_
861,一般,如此_大抵_非繁华_不能_不能_算_嘈杂_一般_
384,酒店,好像是_旋转_不错_还满_服务_觉得_比较好_满_住_有_
971,李,没有_
313,数量,需要_使用_有限_免费提供_
702,房间,特意把_用_放在_说_醒目_不用_具_三星级_是_
454,空调,脏_差_没放_不住_吃饭_搞_下次来_了_乱_好像没有_总结_出来_怕怕_
185,起始,更麻烦_入住_先到_登记_办理_有_都得_办_直达_要_都须_先到_下楼_再转乘_到达_再转乘_
468,旧,另外收_小_还干净_
648,蛇,不符_星级_
789,附近,很近_
192,店,衷心感谢_美好_积极_舒适_并入住_感谢_创造_能_反馈_高度_大_提_选择_不断努力_宝贵_温馨_引起_
708,服务员,来_
218,警报,不可以_去_之前给_取消_打_本想_携程_只好冒雨_想_说_是_取消_
931,火车站,免费送_就到_有_打车_营业_起价_至_点餐可_便是_长途_很近_是_出_
860,服务,挂准_提高_绝对需要_不配_
701,态度,很恶劣_
317,单行线,注意_要_
730,电话,不知_不好_很臭_男_后来有_是_就被_还叼_不是_这么晚_又问_必须_而且被_问_问_提醒_但到_马上下来_说_才下来_
465,服务,并期待_再次感谢_下次光临_谢谢_
523,流水,可能_睡_是_活动_工作_分配_是_吵醒_就开始_也没_很差_
780,声音,赶快逃跑_管_入住_也无能为力_打到_极大_不属于_不会_歇_
116,浴房,容易漏水_开_变_看到_感觉_使_上当_怎么好_综合_很湿_不好_
114,意见,顺利入住_未作_
573,设施,
602,国庆,入_住_很是_糟糕_
634,空间,走路_不错_距_大_就是_还有_不远_很热闹_即可_唯一_
656,事情,进行_开除_进行_再次_
564,进饭店,却熟视无睹_没有服务生_就开始_过来_有_后悔_已陈旧_提行_帮忙_内在_进_是_
802,房间,比较宽敞_星级_较大_
600,民族村,享受_可以_坐坐_听听_去_
175,门,打_整体_起来_严重影响_只有_独立_不行_盖_都方便_休息_住在_不知道_较脏_不能_有_还得_怎么_说_就没_都挤到_还好_不能_可以_大_带有_没宽_没宽带_复位_不是_才用_有_都冷_只带回_招待_走_修没_有_也有_带回_带_还好_较旧_拿_有_把_到_都有_要_修_到_不起来_还没有_较小_睡_打到_
360,圆筒形,不多_
377,外面,不用_都是_不知道_有_是_都一清二楚_是_都有_休息_住_
86,墙纸,最夸张_进去_说_是_都要_插座_拿_走_竟说IT人_铺块_还有_简直是_开_不想_太夸张_不去_用_就是_查_还怕_再去_开窗_以后是_要_算有_有_带粘_都有_结_才了解_用_不能_不能_休息_送_就塞_洗_找人_住_洗_不会_都是_做_多_很脏_大_不要_挂_找_只想_一定要_说_全是_困难_难打开_太失望_很大声_慢_都有_想_以便能_到_不会_淋浴没有_还有_完_被_遗留_也散_
327,价位,这样会_能够_吸引_希望_实现_
705,大门口,好_保安带路_是_及时改进_要_害_入_回_不觉得_入住_能_让_依然看_免_后来觉得_一听_考虑_可贵_不能_找_积极发现_不应该_确实感到_起来_也影响_有_如此_薄弱_还会_难能_不见_就反映_到_升级_以后入住_觉得_道歉_怎样过分_点评_贬_说_那么麻烦_带_只有_最重要_是_仍然希望_集中_也体现_安排_住_有_跑来_体现_及时道歉_不到_不想_交_不足_真实_正好下_难体现_出来_看到_找_
275,天,搭_不理_爱_
817,建议,入住_太高_还是_不好_太低_不到位_新开业_不符合_新_淋浴_用_尤其是_换_都超过_
565,个人,不好_感觉_还是_大_牵_找_所谓_甚至看到_感觉_只能_不专业_好像有_是_有_有_是_顺_都没有_
533,海,气愤_服务_甚至令_更加让_失望_
589,餐饮贵,没有_不错_
255,乘客,不要_就看到_再踏入_太低_很小_冷死冻死_高级_是_三角形_有_不会_只能_不来_排_说_很小_躺在_住_不方正_真是_到_也会_叫_难道携程_下车_预订_才能_很划_不安全_没有_
906,面积,大_
933,情况,没_觉得_比较_做_大_
218,状态,最终确认_到_错误投诉_已经过去_
322,服务,很丰盛_期待_询问_很听_包含_挺好_要_就有_主动来_征求_装修_很不错_从进_说_问候_很热情_
989,价钱,冷_竟然是_不说_要求_也是_理论_热_极差_不会_上来_住_贵_冷_
242,按键,就跳_热心_看_叫_是_完全可以_出来_打_来_跑上_过_不起来_
805,早餐,
322,服务员,询问_装修_期待_挺好_很听_很热情_主动来_包含_征求_说_要_很丰盛_
918,小姐,不好_说_修好_不是_
97,电视机,没有_淋浴_只能_不成_
139,套餐,
906,地板,有_有_长_含_配备_配备_圆桌_有_花_
356,宾馆,提出_谢谢_不一样_也会_希望_反馈_让_提出_满意_努力_宝贵_下次入住_非常感谢_是_继续_
185,大楼,到达_登记_先到_再转乘_有_先到_都须_都得_都有_再转乘_办理_办_直达_指定_很独特_更麻烦_入住_要_都是_下楼_位_
509,品种,少_620NET_不含_外出_打_携城_非常清楚_不方便_只好躲_是_住_不好_只是_是_所谓_听_太没有_说话_比较陈旧_很有_快速_
989,菜,上来_要求_不会_理论_冷_热_也是_住_竟然是_冷_
38,宁波,翻纸_听_是_过来_问_就听到_估计_
460,走廊,不好_很潮_旧_是_
597,期间,还帮_临_只要到_一定要_有_不至_返程_输液_回去_好转_还接到_关心_并叮嘱_及时帮_身处_异地_要_感觉_让_给予_非常感动_感到_入住_更让_还将_拨打_多注意_可口_询问_送上_到_到_买_陪_吸氧_发生_选择_行行_突发_提供_
767,服务,也好_
242,愣头,看_出来_热心_完全可以_是_
577,临江,很近_
809,楼,不会_正规_估计_写_不包括_试想_早知道_竟然说_反馈_感谢_是_宝贵_付360_尊敬_没有查房_是_是_就可以_早餐优惠_星级_开放_开好_意识_别说_没有达到_也带_不舍得_入住_查房_再想起_提出_开_提醒_选择_走_还高兴_一走_别看_
979,品种,丰富_可_口_
873,南京,服务_比较令_用_不知道_查_入住_唯一_就是_满意_花_基本一致_那么久_
151,人员,不是_不像_五星级_找_五星_不协助_像_是_就是_停车_是_很理想_
710,间门,睡_唯一_靠近_起来_有_
121,房价,不到_达_
85,存储,不开_根本打_可怜_
445,洗手间,巨大_不会_想_应该_消灭_有_
393,风格,狭小_恐怕是_掩盖_烧_蛮精致_还是_不足_到_不合格_但是有_不周_很重_
449,景色,不好_有_爱好_
467,小姐,骚扰_
606,携程网,吃_不错_有_没有到_开始_多够_酒店安排_送到_要_出发_
693,工作,顺利_
954,后面,确实是_
80,楼,就是_真的是_就是_坚决换_不住_真的是_下次肯定_有_都是_很吵_太差_不开_直接说_换_打开_说_失望_
5,本本,免费上_
771,空间,不远_唯一_不错_大_还有_走路_很热闹_即可_就是_距_
812,意见,做_很乐意_够好_接受_
141,床,无可非议_不合格_是_是_铺舒_经济型_
656,宾馆,不利_造成_再次_非常重视_杜绝_开除_反馈_给_提出_进行_进行_
803,位子,游泳_不错_直接去_可以_
237,气味,常有_也是_来_加之潮湿_
91,床单,无法消除_最终解决_把_一看_好好检查_说_再入住_绝对是_是否是_看_就想_发生_拉掉_是_要求_睡_多么让_染_简单_检查_出来_失望_要求_是_说_完全能_就急_要求_打_不是_就是_相信_发现_无法容忍_表示_赔偿_有点过火_出来_这么做_找来_竟然有_大_摆平_请_简单洗完_带_吐_有_也够_就是_一下有_令_没有_例假_住_可乐时候喷_买_就能_去_不开心_是_好像是_没有换_补充_说_点评_恶心_惊讶_是_一起去_折_就铺上_有_喝_
515,价格,太高_够好_
906,客人,开关_明显_有_传_过来_
635,蚊子,叮醒_
970,行李箱,架上_趴_
280,污点,沸断_已坏_不能_
334,早饭,很差_乱哄哄围_大_就是_理_没有_
866,楼,早_还好床_干净_是_星级_够_堵塞_很怀疑_处理_半夜来_淋_
998,周围,拖行_JF_爬_可累坏_有_
185,电梯,直达_再转乘_登记_再转乘_有_都得_先到_指定_入住_都须_到达_办理_下楼_先到_都有_办_要_更麻烦_
829,要求,不制_再换_在装修_用_是_送餐_叫_会_影响_长途打回_道铺_住_巨大_不知_真是_五星级_在克制_难受_故意让_出来_还有_吐_竟让_有_最让_没有_总感觉_难忘_要求_靠_是_
543,信用卡,交押_搞_不然存放_拖_一定要_取钱_
360,大堂,全是_慢无比_就是_上菜_早餐_破_
771,酒店,开_熏_没有住_大床_减少_出来_不见_老臭_这么小_就被_一进_
262,汽车,不休息_强_感太_
922,乘客,没有_很小_排_难道携程_不要_躺在_不会_有_不来_说_预订_再踏入_很划_高级_不方正_下车_也会_是_住_三角形_到_太低_冷死冻死_叫_真是_很小_就看到_不安全_才能_只能_
941,精搓搓,原来_就出来_
300,酒店,很整洁_相当不错_
744,旅游,普遍表现_国际型_想_极无_恭维_还有_强烈建议_有关_不敢_慎重考虑_与其_多说_
185,客户,预订_已确认_重新恢复_比较满意_非常气愤_感到_连住_方出台_不下_新_世茂_原_否认_预订_交涉_烦_连住_
841,办法,都是_只提_是热_原来是_已绝迹_给_冲泡_
746,携程网,送到_出发_酒店安排_没有到_要_有_多够_开始_吃_不错_
598,服务员,热情_恶心_满墙_携程_死_能_给_告诉_签_而且没有_更低_让_
612,套房,需要_看见_就可以_出门_很好_不错_就一般_就有_感觉_前台_就是_躺在_不方便_
454,价格,怕怕_脏_不住_乱_出来_搞_差_坏_了_总结_是_吃饭_下次来_没放_坏_不等同_好像没有_是_
753,皇家,感到_不下_连住_方出台_连住_原_新_否认_交涉_非常气愤_重新恢复_已确认_烦_
847,价,
53,浴液,直接_用_开_提供_大_是_烧_也可以_不是_家用_既可以_喝_
19,咸菜,吃_完_
721,银行,进行_答应_应该_再次讲_交涉_致电_给予_反映_再次将_讲_没有签单_在等待_致电_未收到_退回_查询_回复_退回_被_扣款_联系_还是被_还是发现_交涉_扣款_退回_核对_联系_
322,关系,很丰盛_装修_说_挺好_征求_要_期待_主动来_询问_很听_包含_
302,硬件,还可以_
545,补充,点评_携程_低_补充_
990,位置,炒_太黑_很过分_还少_说_是_摇晃_都脱漆_要_卖_露天排档_尤其要_50元_根本是_也差_很小_还是_叫_不好_
369,招待所,串门_扫地_提出_更让_住_气愤_完全是_总_碰到_伤_蛮横拒绝_把_有_出门_根香烧_错_能_感觉_忍_发现_让_是_就涌_去_反而出口_交涉_打折_只住_总_上来_想想_
911,服务员,唯一_改成_开_最差_说_来_是_综合_不介意_很大_介意_
454,纱窗,不住_坏_坏_是_搞_总结_好像没有_出来_没放_乱_差_脏_下次来_吃饭_是_了_怕怕_
705,工人引路,考虑_薄弱_入住_也体现_及时改进_不能_也影响_带_能_难能_可贵_点评_说_贬_要_好_看到_到_集中_就反映_不足_怎样过分_回_升级_体现_如此_有_道歉_不想_害_还会_找_找_确实感到_有_难体现_一听_不觉得_仍然希望_最重要_真实_积极发现_后来觉得_不应该_不见_让_及时道歉_是_觉得_住_那么麻烦_入_以后入住_是_交_出来_起来_免_
118,屎,恶心_大_说话_简单_大_点评_没有_补充_
952,价格,一样_
292,卫生间,打_要_招呼_不方便_走_有_偏贵_
483,水温,走道而言_打_还有_要_一定要_打_挂_也合适_来_挺客气_铁定_敲门_出门_打_就是_事先询问_招呼_还敲下_遇上_有_很慢_把_人往_就能_走_比较差_要_都会_问_不要_出去_肯定会_就来_会_收到_足疗_指_睡_听见_经常断_有_
227,周边,有点乱_
941,状况,
237,人,很少_
718,地段,实在达_不到_五星级_
371,标间物,有所_
256,房间,较小_很大_老旧_有_还好_
407,周围,没别_
413,酒店,进出_喊_不好_太差_把_最可气_打_一直有_送回_是_不温馨_太小_钻_不住_
900,通道,甚方便_
280,子,还有_并伴有_已坏_翻_沸断_过来_正面有_不能_
151,素质,
443,市价,是_一样_
942,春,新_很旧_新开_很好_不值_比较失望_今后考虑_亲自入住_有些脏_太贵_给_有_显得_很旧_
133,单据,是_收回_签单_没有_拒绝_最后服务_拒绝_晕_已结束_发现_忽悠_符_同意_卡刷_买单_给_同意_来_高级_是_刷_住_拿出_不细心_签字_不同_要_再次刷卡_讲_
273,房子,全是_怎么_宁愿加_也是_结果说_是_住_恶心无比_不知道_脏渍斑驳_来_堵_配套_淋浴_先洗澡_只有_
84,机打,不给_
601,话,就把_挂_完_没说_
737,中心,要_等_让_上来_替别_居然说_买_送_
890,隔壁,明孝_弯_
179,电吹风,可_没有_就是_说_都有_B没有_住_
491,门票,发现_正面墙_瀑_太吓人_背脊发_也没有_都不约而同_快低头_
236,套房,包括_有_好_不上_昏暗_不会_很差_上网_都没有_坏_再考虑_用_
328,房,不出_却刷_继续_又刷走_很差_预授_冻结_搞_
677,车子,太勉强_说_帮_也无能为力_没有_要_不合理_问_最差_也花_可以_入住_开始_说_服务_有_当时发现_就到_吃_但是没有_停_登记_说_充点评_是_〞_遍_打_才找到_很冷_订_快快退房_问_最没有_不要_完全感受_早餐_不是_不需要_不到_问_请问_而且找_不想_就感到_问_认为_竟然问_只有_需_没有_为什么要_还要_〞_说_可能_是_多说_多要_进到_２楼吃_也是_太晚_太冷_３３０元_看_有_受气．补_说_帮忙_特奇怪_都是_到_含_是_
233,小区,不能_大约要_小休_是_加收_不满意_否则要_要_吃饭_要_延迟_走_去_比较小_只能_淋浴水_注意_
445,名,不副实_
430,酒店,对_起_五星级_还算_可以_
92,条件,好_安排_空_在靠近_却把_实在可恶_
943,费用,不能_之前没有_请_也没有_进去_重新给_这样服务_怀疑_一起算_很贵_退_上网_不了_投诉_差_投诉_总_去_必须_没有_说_野蛮对待_要_憋_乱收费_出差_不算_没有遇到_是_
858,气窗,有点像_过_住在_
98,情况,退房_留下_稍好_点评_要_补充_吃_赶上_不会_有_有_好像没_砍价_吃_刚住完_会_
684,房间,太小_
906,菜色,蛮丰富_比较抵值_
906,方凳,花_有_有_配备_配备_
317,行李,绝对是_很友好_靠近_
781,隔音,不好_顶_清楚_说_一样_
708,附近,告知_定单取消_被_晚到_
362,事,童似_也没有_看_看_不见_自顾自聊天说话_很少_不如_
450,分货,
549,rosedale,很高_实用_很好_合理_小_设计_
568,厨具,需要_使用_有限_提供_免费提供_
38,监督员,做_下让_更好_
705,事,不想_可贵_如此_不应该_最重要_免_起来_让_觉得_薄弱_升级_积极发现_确实感到_就反映_是_后来觉得_好_有_难能_入住_及时改进_也体现_不足_考虑_道歉_体现_点评_真实_那么麻烦_及时道歉_还会_看到_集中_仍然希望_能_以后入住_贬_要_有_也影响_
26,客服,要_担保_只住_说_过_扣掉_
961,房费,要_要_小休_注意_吃饭_
719,问题,来_临街_不好_一直吵到_是_不隔音_才作罢_有_喝酒_睡_
67,说话,不懂_也有_不象话_
700,客服,完成_及时_尽心尽力_可以_
198,居民楼,成_改建_
130,差距,太大_号称_没别_
127,大门,点评_没见_打扫_补充_高_住_没有_
714,保定,最好_是_发现_应该_
617,人,说_好_让_投诉_
744,西安市,想_不敢_恭维_极无_普遍表现_国际型_有关_多说_
70,改进,得到_会_并欢迎_使_好_再次光临_今后有_尽心打造_能_
311,空调,所谓_死_透气_差点热_住_只有_太恐怖_都要_都没有_只能_能_碰到_都贴_出去_伸_免费请_不住_全订死_
176,中山,走_很近_过去_
781,酒店,再到_也喜欢_建国_是_最差_住_亮马_住_
185,艾美,非常气愤_新_方出台_感到_连住_烦_不下_已确认_连住_否认_交涉_重新恢复_原_
801,房间,都不错_整体_挺舒适_
601,酒店,超级恶劣_
998,港币,付_住_付_
800,商务,以后去_就住_满意_令_
182,时前台,是_没感觉_到_湿_只是说明_会_
530,意识,还停留_乡赏_就该_铺_感激_
242,愣脑,热心_是_完全可以_看_出来_
388,标间,奇_能_不停_还要_太刺激_上网_上网_挂_主要是_都住_怪怪_怪_交_快_发出_不是_
796,角度,实在是_还是_小_就是_一样_让_先后顺序_提供_先来_见_卖_究竟是_随处可_后到_不知道_不清楚_怂恿_最大_销售_上下客_根本没有_说_将销售_起_销售_维持_全站_都有_可加入_没有设置_也置之不理_排开_打车_也是_排队_住_分别停_
875,中心,打_知道_要_居然没_说_出来_知道_就有_打_12块_好找_
567,话,很划算_
314,通知,更换_倒_离去_问_把_毫无_洗洗_惊愕_不消毒_就放回_
892,总体,方便_很好_可以_得到_一定_有_
855,标准,
998,礼貌,办理_不慢_
358,墙,都对_无论空调_吹_
241,关口,豪华_太小_不好_太草率_不错_还不错_服务_好_
240,天,
466,空调,很美_冷_换_有时会_还会_再去_突然不制_肯定会_
906,床,大_
819,蚊子,告知_要_蚊香_没有_
35,楼,就是_打开_
125,交通,变相_不便_最可恶_恶意_是_
719,耳朵,说_不用_睡觉_不舒服_
753,水溅,没有悬挂_入住_预订_竟然没_同时开启_才知道_只有_太软_正对_乱七八糟_全部弄_很受气_睡_不会_不舒服_垫_关闭_有_而是_都串联_住_更是_再住_就是_太高_难受_不值得_绝对浪费_忍受_是_很滑_极端差_就是_全身痛_睡_所谓_只有_难以忍受_都能_睡_很高_研究_起来_单隔_被_更让_超_实在是_有_
62,美中不足,是_不是_常被_略显不足_很好_入住_有_惊醒_严重_入住_非常值得_还有_有待_有些狭小_就是_改进_
470,标准,没有达到_比较慢_五星级_
942,国际,
789,支持,保持_新_星级_再次下榻_有_推出_促销_将一如既往_衷心祝_顺利_欢迎_
971,硬件,不足_
656,包车,
621,地理,还会_接受_住_特别好_还能_下次来_应该_
252,心情,不美丽_
769,床,不舒服_竟然可以_感觉_到_睡_不象话_睡_
721,结果,
887,饮料,
837,服务,要_则坚持_是_收_
168,态度,非常好_听_是_说_很不错_很快_特别值得一提_道_无锡_
808,感觉,较差_等待_太慢_顶漏_去_过长_要_
388,网速,快_不停_挂_太刺激_怪怪_不是_发出_
565,白狗,还是_找_都没有_顺_感觉_只能_不专业_
450,取暖,用完_很明显_用_什么感受_空开_带病_才换上_发现_直接冻_新_也感冒_就没_干等_不告知_站_结账_正赶上_害_感冒_不想想_表示_
88,空气,不良_不好_
970,面前,死_吓_跑_
2,手册,未发现_如何使用_
382,房间,简洁_比较陈旧_干净_整体_
973,价格,只有_
651,结账,过来_又解释_没有_投诉_是_，然后将_没有_说_上去_高_打_
735,外甥,看_不好_爱好_这样_有_心有余悸_之后觉得_住得_住_窗前有_不过去_应该_要_订_好_住_住_还算不错_大_
41,服务,就有_很好_对应_提出_很快_
638,蟑螂,
915,蚊子,多_没好_
220,合作,联系_Copyright_reserved_
972,软件,应该_能_三星级_达到_
53,水量,是_很足_用_也可以_直接_家用_不是_喝_大_提供_开_既可以_用_烧_
829,门口,竟让_五星级_出来_真是_没有_影响_在装修_是_是_用_巨大_住_还有_长途打回_靠_会_最让_道铺_在克制_难忘_难受_送餐_有_故意让_不知_总感觉_叫_吐_
447,歉意,
399,晚,得知_
530,冰,可以_备用_才发现_有_给_有备有_都盖_说_打_凉_被_过去_说_还有_停_把_
632,礼宾,周到_热情_不愧是_服务_
617,钱,入住_多开_
719,轰鸣声,不用_吵_说_睡觉_不舒服_
70,设施,能_好_希望_并欢迎_会_得到_使_再次光临_尽心打造_今后有_
841,果珍,给_冲泡_都是_
471,马路,
450,客人,新_结账_也感冒_才换上_表示_带病_直接冻_发现_空开_什么感受_很明显_正赶上_感冒_用完_站_干等_害_不想想_用_就没_
858,感觉,
838,不满,是否_不知道_能_画_
876,街,有_不会_临_做_去_差_再差_新开_大_非常佳_听_爱_喜欢_不能_比比皆是_是_
15,关注,是_共有_大_原订_已购买_有_深表_都是_不足用_产生_需_入住_同样_增加_再次光临_点心_而给予_选用_是_免费升级_需_固定中式_一样_提出_小有_造成_保障_欢迎_供_出现_预订_
91,晚,失望_补充_就能_请_无法消除_有_无法容忍_是_相信_摆平_多么让_没有换_折_就铺上_好好检查_最终解决_简单洗完_完全能_绝对是_简单_恶心_出来_不是_发现_是_再入住_打_有_住_点评_检查_
